Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:07:08.571000,RIC,3,0 days 00:01:35.773000,54.0,3.0,,,0 days 00:00:30.945000,0 days 00:00:41.225000,0 days 00:00:23.603000,0 days 02:06:03.746000,0 days 02:06:44.971000,0 days 02:07:08.574000,235.0,258.0,279.0,286.0,False,HARD,22.0,True,McLaren,0 days 02:05:32.798000,2021-03-28 16:35:32.808,1,7.0,False,,False,True
0 days 02:08:44.211000,RIC,3,0 days 00:01:35.640000,55.0,3.0,,,0 days 00:00:30.932000,0 days 00:00:40.922000,0 days 00:00:23.786000,0 days 02:07:39.506000,0 days 02:08:20.428000,0 days 02:08:44.214000,238.0,258.0,278.0,285.0,False,HARD,23.0,True,McLaren,0 days 02:07:08.571000,2021-03-28 16:37:08.581,1,7.0,False,,False,True
0 days 02:10:20.034000,RIC,3,0 days 00:01:35.823000,56.0,3.0,,,0 days 00:00:30.868000,0 days 00:00:41.171000,0 days 00:00:23.784000,0 days 02:09:15.082000,0 days 02:09:56.253000,0 days 02:10:20.037000,,258.0,279.0,292.0,False,HARD,24.0,True,McLaren,0 days 02:08:44.211000,2021-03-28 16:38:44.221,1,7.0,False,,False,True
0 days 00:39:30.040000,OCO,31,,1.0,1.0,,,,0 days 00:01:03.680000,0 days 00:00:40.214000,,0 days 00:38:49.815000,0 days 00:39:30.240000,231.0,121.0,243.0,245.0,False,SOFT,1.0,True,Alpine,0 days 00:37:09.970000,2021-03-28 15:07:09.980,124,14.0,False,,False,False
0 days 00:41:48.861000,OCO,31,0 days 00:02:18.821000,2.0,1.0,,,0 days 00:00:41.988000,0 days 00:00:59.209000,0 days 00:00:37.624000,0 days 00:40:12.017000,0 days 00:41:11.226000,0 days 00:41:48.850000,154.0,152.0,172.0,230.0,True,SOFT,2.0,True,Alpine,0 days 00:39:30.040000,2021-03-28 15:09:30.050,4,13.0,False,,False,False
0 days 00:44:12.807000,OCO,31,0 days 00:02:23.946000,3.0,1.0,,,0 days 00:00:42.907000,0 days 00:00:57.677000,0 days 00:00:43.362000,0 days 00:42:31.757000,0 days 00:43:29.434000,0 days 00:44:12.796000,210.0,115.0,227.0,228.0,False,SOFT,3.0,True,Alpine,0 days 00:41:48.861000,2021-03-28 15:11:48.871,41,13.0,False,,False,False
0 days 00:46:09.944000,OCO,31,0 days 00:01:57.137000,4.0,1.0,,,0 days 00:00:32.616000,0 days 00:00:43.798000,0 days 00:00:40.723000,0 days 00:44:45.412000,0 days 00:45:29.210000,0 days 00:46:09.933000,232.0,247.0,217.0,307.0,True,SOFT,4.0,True,Alpine,0 days 00:44:12.807000,2021-03-28 15:14:12.817,126,12.0,False,,False,False
0 days 00:47:50.278000,OCO,31,0 days 00:01:40.334000,5.0,1.0,,,0 days 00:00:33.912000,0 days 00:00:42.034000,0 days 00:00:24.388000,0 days 00:46:43.845000,0 days 00:47:25.879000,0 days 00:47:50.267000,227.0,251.0,285.0,203.0,True,SOFT,5.0,True,Alpine,0 days 00:46:09.944000,2021-03-28 15:16:09.954,671,12.0,False,,False,False
0 days 00:49:28.133000,OCO,31,0 days 00:01:37.855000,6.0,1.0,,,0 days 00:00:30.958000,0 days 00:00:42.621000,0 days 00:00:24.276000,0 days 00:48:21.225000,0 days 00:49:03.846000,0 days 00:49:28.122000,229.0,238.0,284.0,314.0,True,SOFT,6.0,True,Alpine,0 days 00:47:50.278000,2021-03-28 15:17:50.288,1,12.0,False,,False,True
0 days 00:51:06.124000,OCO,31,0 days 00:01:37.991000,7.0,1.0,,,0 days 00:00:30.990000,0 days 00:00:42.549000,0 days 00:00:24.452000,0 days 00:49:59.112000,0 days 00:50:41.661000,0 days 00:51:06.113000,,244.0,285.0,,False,SOFT,7.0,True,Alpine,0 days 00:49:28.133000,2021-03-28 15:19:28.143,1,12.0,False,,False,True
0 days 00:52:44.358000,OCO,31,0 days 00:01:38.234000,8.0,1.0,,,0 days 00:00:30.924000,0 days 00:00:42.823000,0 days 00:00:24.487000,0 days 00:51:37.037000,0 days 00:52:19.860000,0 days 00:52:44.347000,,242.0,277.0,309.0,False,SOFT,8.0,True,Alpine,0 days 00:51:06.124000,2021-03-28 15:21:06.134,1,12.0,False,,False,True
0 days 00:54:22.224000,OCO,31,0 days 00:01:37.866000,9.0,1.0,,,0 days 00:00:31.167000,0 days 00:00:42.493000,0 days 00:00:24.206000,0 days 00:53:15.514000,0 days 00:53:58.007000,0 days 00:54:22.213000,,247.0,280.0,294.0,False,SOFT,9.0,True,Alpine,0 days 00:52:44.358000,2021-03-28 15:22:44.368,1,12.0,False,,False,True
0 days 00:56:01.042000,OCO,31,0 days 00:01:38.818000,10.0,1.0,,,0 days 00:00:31.497000,0 days 00:00:43.038000,0 days 00:00:24.283000,0 days 00:54:53.710000,0 days 00:55:36.748000,0 days 00:56:01.031000,230.0,247.0,280.0,296.0,False,SOFT,10.0,True,Alpine,0 days 00:54:22.224000,2021-03-28 15:24:22.234,1,13.0,False,,False,True
0 days 00:57:38.987000,OCO,31,0 days 00:01:37.945000,11.0,1.0,,,0 days 00:00:31.124000,0 days 00:00:42.571000,0 days 00:00:24.250000,0 days 00:56:32.155000,0 days 00:57:14.726000,0 days 00:57:38.976000,229.0,245.0,279.0,295.0,False,SOFT,11.0,True,Alpine,0 days 00:56:01.042000,2021-03-28 15:26:01.052,1,13.0,False,,False,True
0 days 00:59:17.188000,OCO,31,0 days 00:01:38.201000,12.0,1.0,,,0 days 00:00:31.260000,0 days 00:00:42.516000,0 days 00:00:24.425000,0 days 00:58:10.236000,0 days 00:58:52.752000,0 days 00:59:17.177000,228.0,248.0,277.0,296.0,False,SOFT,12.0,True,Alpine,0 days 00:57:38.987000,2021-03-28 15:27:38.997,1,12.0,False,,False,True
0 days 01:00:57.691000,OCO,31,0 days 00:01:40.503000,13.0,1.0,,0 days 01:00:55.991000,0 days 00:00:31.269000,0 days 00:00:42.403000,0 days 00:00:26.831000,0 days 00:59:48.446000,0 days 01:00:30.849000,0 days 01:00:57.680000,229.0,252.0,,293.0,False,SOFT,13.0,True,Alpine,0 days 00:59:17.188000,2021-03-28 15:29:17.198,1,9.0,False,,False,False
0 days 01:02:54.913000,OCO,31,0 days 00:01:57.222000,14.0,2.0,0 days 01:01:21.236000,,0 days 00:00:52.025000,0 days 00:00:41.447000,0 days 00:00:23.750000,0 days 01:01:49.705000,0 days 01:02:31.152000,0 days 01:02:54.902000,233.0,254.0,276.0,221.0,False,MEDIUM,1.0,True,Alpine,0 days 01:00:57.691000,2021-03-28 15:30:57.701,1,15.0,False,,False,False
0 days 01:04:31.572000,OCO,31,0 days 00:01:36.659000,15.0,2.0,,,0 days 00:00:30.759000,0 days 00:00:41.919000,0 days 00:00:23.981000,0 days 01:03:25.661000,0 days 01:04:07.580000,0 days 01:04:31.561000,229.0,242.0,273.0,288.0,True,MEDIUM,2.0,True,Alpine,0 days 01:02:54.913000,2021-03-28 15:32:54.923,1,14.0,False,,False,True
0 days 01:06:08.602000,OCO,31,0 days 00:01:37.030000,16.0,2.0,,,0 days 00:00:30.881000,0 days 00:00:42.131000,0 days 00:00:24.018000,0 days 01:05:02.442000,0 days 01:05:44.573000,0 days 01:06:08.591000,231.0,246.0,274.0,,False,MEDIUM,3.0,True,Alpine,0 days 01:04:31.572000,2021-03-28 15:34:31.582,1,13.0,False,,False,True
0 days 01:07:45.844000,OCO,31,0 days 00:01:37.242000,17.0,2.0,,,0 days 00:00:31.074000,0 days 00:00:42.186000,0 days 00:00:23.982000,0 days 01:06:39.665000,0 days 01:07:21.851000,0 days 01:07:45.833000,,244.0,273.0,,False,MEDIUM,4.0,True,Alpine,0 days 01:06:08.602000,2021-03-28 15:36:08.612,1,13.0,False,,False,True
0 days 01:09:22.939000,OCO,31,0 days 00:01:37.095000,18.0,2.0,,,0 days 00:00:31.044000,0 days 00:00:42.051000,0 days 00:00:24,0 days 01:08:16.877000,0 days 01:08:58.928000,0 days 01:09:22.928000,230.0,248.0,274.0,289.0,False,MEDIUM,5.0,True,Alpine,0 days 01:07:45.844000,2021-03-28 15:37:45.854,1,13.0,False,,False,True
0 days 01:10:59.613000,OCO,31,0 days 00:01:36.674000,19.0,2.0,,,0 days 00:00:30.865000,0 days 00:00:41.802000,0 days 00:00:24.007000,0 days 01:09:53.793000,0 days 01:10:35.595000,0 days 01:10:59.602000,231.0,247.0,275.0,,False,MEDIUM,6.0,True,Alpine,0 days 01:09:22.939000,2021-03-28 15:39:22.949,1,13.0,False,,False,True
0 days 01:12:38.021000,OCO,31,0 days 00:01:38.408000,20.0,2.0,,,0 days 00:00:31.344000,0 days 00:00:42.947000,0 days 00:00:24.117000,0 days 01:11:30.946000,0 days 01:12:13.893000,0 days 01:12:38.010000,225.0,248.0,275.0,287.0,False,MEDIUM,7.0,True,Alpine,0 days 01:10:59.613000,2021-03-28 15:40:59.623,1,13.0,False,,False,True
0 days 01:14:16.698000,OCO,31,0 days 00:01:38.677000,21.0,2.0,,,0 days 00:00:31.602000,0 days 00:00:42.977000,0 days 00:00:24.098000,0 days 01:13:09.612000,0 days 01:13:52.589000,0 days 01:14:16.687000,230.0,250.0,286.0,293.0,False,MEDIUM,8.0,True,Alpine,0 days 01:12:38.021000,2021-03-28 15:42:38.031,1,14.0,False,,False,True
0 days 01:15:54.015000,OCO,31,0 days 00:01:37.317000,22.0,2.0,,,0 days 00:00:30.748000,0 days 00:00:42.407000,0 days 00:00:24.162000,0 days 01:14:47.435000,0 days 01:15:29.842000,0 days 01:15:54.004000,232.0,249.0,278.0,315.0,False,MEDIUM,9.0,True,Alpine,0 days 01:14:16.698000,2021-03-28 15:44:16.708,1,14.0,False,,False,True
0 days 01:17:31.377000,OCO,31,0 days 00:01:37.362000,23.0,2.0,,,0 days 00:00:31.117000,0 days 00:00:42.213000,0 days 00:00:24.032000,0 days 01:16:25.121000,0 days 01:17:07.334000,0 days 01:17:31.366000,229.0,247.0,279.0,289.0,False,MEDIUM,10.0,True,Alpine,0 days 01:15:54.015000,2021-03-28 15:45:54.025,1,14.0,False,,False,True
0 days 01:19:08.799000,OCO,31,0 days 00:01:37.422000,24.0,2.0,,,0 days 00:00:31.097000,0 days 00:00:42.238000,0 days 00:00:24.087000,0 days 01:18:02.463000,0 days 01:18:44.701000,0 days 01:19:08.788000,,252.0,285.0,293.0,False,MEDIUM,11.0,True,Alpine,0 days 01:17:31.377000,2021-03-28 15:47:31.387,1,13.0,False,,False,True
0 days 01:20:45.703000,OCO,31,0 days 00:01:36.904000,25.0,2.0,,,0 days 00:00:30.831000,0 days 00:00:42.154000,0 days 00:00:23.919000,0 days 01:19:39.619000,0 days 01:20:21.773000,0 days 01:20:45.692000,,251.0,278.0,306.0,False,MEDIUM,12.0,True,Alpine,0 days 01:19:08.799000,2021-03-28 15:49:08.809,1,13.0,False,,False,True
0 days 01:22:23.019000,OCO,31,0 days 00:01:37.316000,26.0,2.0,,,0 days 00:00:31.078000,0 days 00:00:42.205000,0 days 00:00:24.033000,0 days 01:21:16.770000,0 days 01:21:58.975000,0 days 01:22:23.008000,231.0,248.0,275.0,289.0,False,MEDIUM,13.0,True,Alpine,0 days 01:20:45.703000,2021-03-28 15:50:45.713,1,13.0,False,,False,True
0 days 01:24:00.123000,OCO,31,0 days 00:01:37.104000,27.0,2.0,,,0 days 00:00:31.122000,0 days 00:00:42.025000,0 days 00:00:23.957000,0 days 01:22:54.130000,0 days 01:23:36.155000,0 days 01:24:00.112000,230.0,249.0,275.0,,False,MEDIUM,14.0,True,Alpine,0 days 01:22:23.019000,2021-03-28 15:52:23.029,1,13.0,False,,False,True
0 days 01:25:37.329000,OCO,31,0 days 00:01:37.206000,28.0,2.0,,,0 days 00:00:31.065000,0 days 00:00:42.180000,0 days 00:00:23.961000,0 days 01:24:31.177000,0 days 01:25:13.357000,0 days 01:25:37.318000,231.0,251.0,276.0,291.0,False,MEDIUM,15.0,True,Alpine,0 days 01:24:00.123000,2021-03-28 15:54:00.133,1,13.0,False,,False,True
0 days 01:27:14.759000,OCO,31,0 days 00:01:37.430000,29.0,2.0,,,0 days 00:00:31.219000,0 days 00:00:42.213000,0 days 00:00:23.998000,0 days 01:26:08.537000,0 days 01:26:50.750000,0 days 01:27:14.748000,,250.0,273.0,289.0,False,MEDIUM,16.0,True,Alpine,0 days 01:25:37.329000,2021-03-28 15:55:37.339,1,11.0,False,,False,True
0 days 01:28:52.167000,OCO,31,0 days 00:01:37.408000,30.0,2.0,,,0 days 00:00:31.272000,0 days 00:00:42.057000,0 days 00:00:24.079000,0 days 01:27:46.020000,0 days 01:28:28.077000,0 days 01:28:52.156000,,254.0,274.0,287.0,False,MEDIUM,17.0,True,Alpine,0 days 01:27:14.759000,2021-03-28 15:57:14.769,1,10.0,False,,False,True
0 days 01:30:31.435000,OCO,31,0 days 00:01:39.268000,31.0,2.0,,0 days 01:30:29.744000,0 days 00:00:31.100000,0 days 00:00:41.772000,0 days 00:00:26.396000,0 days 01:29:23.256000,0 days 01:30:05.028000,0 days 01:30:31.424000,232.0,255.0,,,False,MEDIUM,18.0,True,Alpine,0 days 01:28:52.167000,2021-03-28 15:58:52.177,1,10.0,False,,False,False
0 days 01:32:27.749000,OCO,31,0 days 00:01:56.314000,32.0,3.0,0 days 01:30:54.204000,,0 days 00:00:51.068000,0 days 00:00:41.533000,0 days 00:00:23.713000,0 days 01:31:22.492000,0 days 01:32:04.025000,0 days 01:32:27.738000,240.0,253.0,292.0,222.0,False,HARD,1.0,True,Alpine,0 days 01:30:31.435000,2021-03-28 16:00:31.445,1,15.0,False,,False,False
0 days 01:34:02.999000,OCO,31,0 days 00:01:35.250000,33.0,3.0,,,0 days 00:00:30.044000,0 days 00:00:41.491000,0 days 00:00:23.715000,0 days 01:32:57.782000,0 days 01:33:39.273000,0 days 01:34:02.988000,232.0,251.0,276.0,325.0,True,HARD,2.0,True,Alpine,0 days 01:32:27.749000,2021-03-28 16:02:27.759,1,14.0,False,,False,True
0 days 01:35:38.974000,OCO,31,0 days 00:01:35.975000,34.0,3.0,,,0 days 00:00:30.772000,0 days 00:00:41.569000,0 days 00:00:23.634000,0 days 01:34:33.760000,0 days 01:35:15.329000,0 days 01:35:38.963000,231.0,248.0,276.0,287.0,False,HARD,3.0,True,Alpine,0 days 01:34:02.999000,2021-03-28 16:04:03.009,1,14.0,False,,False,True
0 days 01:37:14.822000,OCO,31,0 days 00:01:35.848000,35.0,3.0,,,0 days 00:00:30.792000,0 days 00:00:41.342000,0 days 00:00:23.714000,0 days 01:36:09.755000,0 days 01:36:51.097000,0 days 01:37:14.811000,232.0,251.0,276.0,285.0,False,HARD,4.0,True,Alpine,0 days 01:35:38.974000,2021-03-28 16:05:38.984,1,14.0,False,,False,True
0 days 01:38:50.543000,OCO,31,0 days 00:01:35.721000,36.0,3.0,,,0 days 00:00:30.631000,0 days 00:00:41.405000,0 days 00:00:23.685000,0 days 01:37:45.442000,0 days 01:38:26.847000,0 days 01:38:50.532000,,252.0,276.0,288.0,False,HARD,5.0,True,Alpine,0 days 01:37:14.822000,2021-03-28 16:07:14.832,1,14.0,False,,False,True
0 days 01:40:26.251000,OCO,31,0 days 00:01:35.708000,37.0,3.0,,,0 days 00:00:30.759000,0 days 00:00:41.257000,0 days 00:00:23.692000,0 days 01:39:21.291000,0 days 01:40:02.548000,0 days 01:40:26.240000,,258.0,278.0,287.0,False,HARD,6.0,True,Alpine,0 days 01:38:50.543000,2021-03-28 16:08:50.553,1,13.0,False,,False,True
0 days 01:42:02.523000,OCO,31,0 days 00:01:36.272000,38.0,3.0,,,0 days 00:00:30.860000,0 days 00:00:41.653000,0 days 00:00:23.759000,0 days 01:40:57.100000,0 days 01:41:38.753000,0 days 01:42:02.512000,231.0,246.0,277.0,288.0,False,HARD,7.0,True,Alpine,0 days 01:40:26.251000,2021-03-28 16:10:26.261,1,13.0,False,,False,True
0 days 01:43:38.831000,OCO,31,0 days 00:01:36.308000,39.0,3.0,,,0 days 00:00:30.996000,0 days 00:00:41.533000,0 days 00:00:23.779000,0 days 01:42:33.508000,0 days 01:43:15.041000,0 days 01:43:38.820000,230.0,249.0,278.0,289.0,False,HARD,8.0,True,Alpine,0 days 01:42:02.523000,2021-03-28 16:12:02.533,1,13.0,False,,False,True
0 days 01:45:15.076000,OCO,31,0 days 00:01:36.245000,40.0,3.0,,,0 days 00:00:30.893000,0 days 00:00:41.672000,0 days 00:00:23.680000,0 days 01:44:09.713000,0 days 01:44:51.385000,0 days 01:45:15.065000,233.0,251.0,279.0,,False,HARD,9.0,True,Alpine,0 days 01:43:38.831000,2021-03-28 16:13:38.841,1,13.0,False,,False,True
0 days 01:46:51.121000,OCO,31,0 days 00:01:36.045000,41.0,3.0,,,0 days 00:00:30.917000,0 days 00:00:41.436000,0 days 00:00:23.692000,0 days 01:45:45.982000,0 days 01:46:27.418000,0 days 01:46:51.110000,,251.0,277.0,291.0,False,HARD,10.0,True,Alpine,0 days 01:45:15.076000,2021-03-28 16:15:15.086,1,13.0,False,,False,True
0 days 01:48:27.300000,OCO,31,0 days 00:01:36.179000,42.0,3.0,,,0 days 00:00:30.750000,0 days 00:00:41.663000,0 days 00:00:23.766000,0 days 01:47:21.860000,0 days 01:48:03.523000,0 days 01:48:27.289000,234.0,253.0,278.0,,False,HARD,11.0,True,Alpine,0 days 01:46:51.121000,2021-03-28 16:16:51.131,1,13.0,False,,False,True
0 days 01:50:02.830000,OCO,31,0 days 00:01:35.530000,43.0,3.0,,,0 days 00:00:30.737000,0 days 00:00:41.341000,0 days 00:00:23.452000,0 days 01:48:58.026000,0 days 01:49:39.367000,0 days 01:50:02.819000,,255.0,291.0,,False,HARD,12.0,True,Alpine,0 days 01:48:27.300000,2021-03-28 16:18:27.310,1,13.0,False,,False,True
0 days 01:51:50.006000,OCO,31,0 days 00:01:47.176000,44.0,3.0,,,0 days 00:00:41.432000,0 days 00:00:41.899000,0 days 00:00:23.845000,0 days 01:50:44.251000,0 days 01:51:26.150000,0 days 01:51:49.995000,229.0,256.0,276.0,325.0,False,HARD,13.0,True,Alpine,0 days 01:50:02.830000,2021-03-28 16:20:02.840,12,14.0,False,,False,True
0 days 01:53:26.508000,OCO,31,0 days 00:01:36.502000,45.0,3.0,,,0 days 00:00:30.794000,0 days 00:00:41.497000,0 days 00:00:24.211000,0 days 01:52:20.789000,0 days 01:53:02.286000,0 days 01:53:26.497000,235.0,253.0,242.0,290.0,False,HARD,14.0,True,Alpine,0 days 01:51:50.006000,2021-03-28 16:21:50.016,1,14.0,False,,False,True
0 days 01:55:03.292000,OCO,31,0 days 00:01:36.784000,46.0,3.0,,,0 days 00:00:31.529000,0 days 00:00:41.577000,0 days 00:00:23.678000,0 days 01:53:58.026000,0 days 01:54:39.603000,0 days 01:55:03.281000,,254.0,293.0,278.0,False,HARD,15.0,True,Alpine,0 days 01:53:26.508000,2021-03-28 16:23:26.518,1,14.0,False,,False,True
0 days 01:56:40.031000,OCO,31,0 days 00:01:36.739000,47.0,3.0,,,0 days 00:00:30.258000,0 days 00:00:42.728000,0 days 00:00:23.753000,0 days 01:55:33.539000,0 days 01:56:16.267000,0 days 01:56:40.020000,234.0,253.0,278.0,321.0,False,HARD,16.0,True,Alpine,0 days 01:55:03.292000,2021-03-28 16:25:03.302,1,13.0,False,,False,True
0 days 01:58:16.161000,OCO,31,0 days 00:01:36.130000,48.0,3.0,,,0 days 00:00:30.828000,0 days 00:00:41.609000,0 days 00:00:23.693000,0 days 01:57:10.848000,0 days 01:57:52.457000,0 days 01:58:16.150000,233.0,251.0,276.0,291.0,False,HARD,17.0,True,Alpine,0 days 01:56:40.031000,2021-03-28 16:26:40.041,1,13.0,False,,False,True
0 days 01:59:52.520000,OCO,31,0 days 00:01:36.359000,49.0,3.0,,,0 days 00:00:30.920000,0 days 00:00:41.721000,0 days 00:00:23.718000,0 days 01:58:47.070000,0 days 01:59:28.791000,0 days 01:59:52.509000,,249.0,277.0,287.0,False,HARD,18.0,True,Alpine,0 days 01:58:16.161000,2021-03-28 16:28:16.171,1,13.0,False,,False,True
0 days 02:01:28.691000,OCO,31,0 days 00:01:36.171000,50.0,3.0,,,0 days 00:00:31.006000,0 days 00:00:41.636000,0 days 00:00:23.529000,0 days 02:00:23.515000,0 days 02:01:05.151000,0 days 02:01:28.680000,232.0,252.0,277.0,,False,HARD,19.0,True,Alpine,0 days 01:59:52.520000,2021-03-28 16:29:52.530,1,13.0,False,,False,True
0 days 02:03:04.746000,OCO,31,0 days 00:01:36.055000,51.0,3.0,,,0 days 00:00:30.872000,0 days 00:00:41.567000,0 days 00:00:23.616000,0 days 02:01:59.552000,0 days 02:02:41.119000,0 days 02:03:04.735000,233.0,252.0,277.0,,False,HARD,20.0,True,Alpine,0 days 02:01:28.691000,2021-03-28 16:31:28.701,1,13.0,False,,False,True
0 days 02:04:41.048000,OCO,31,0 days 00:01:36.302000,52.0,3.0,,,0 days 00:00:30.867000,0 days 00:00:41.714000,0 days 00:00:23.721000,0 days 02:03:35.602000,0 days 02:04:17.316000,0 days 02:04:41.037000,232.0,254.0,277.0,285.0,False,HARD,21.0,True,Alpine,0 days 02:03:04.746000,2021-03-28 16:33:04.756,1,13.0,False,,False,True
0 days 02:06:17.429000,OCO,31,0 days 00:01:36.381000,53.0,3.0,,,0 days 00:00:31.071000,0 days 00:00:41.616000,0 days 00:00:23.694000,0 days 02:05:12.108000,0 days 02:05:53.724000,0 days 02:06:17.418000,,254.0,275.0,287.0,False,HARD,22.0,True,Alpine,0 days 02:04:41.048000,2021-03-28 16:34:41.058,1,13.0,False,,False,True
0 days 02:07:53.823000,OCO,31,0 days 00:01:36.394000,54.0,3.0,,,0 days 00:00:31.041000,0 days 00:00:41.584000,0 days 00:00:23.769000,0 days 02:06:48.459000,0 days 02:07:30.043000,0 days 02:07:53.812000,234.0,255.0,276.0,286.0,False,HARD,23.0,True,Alpine,0 days 02:06:17.429000,2021-03-28 16:36:17.439,1,13.0,False,,False,True
0 days 02:09:30.169000,OCO,31,0 days 00:01:36.346000,55.0,3.0,,,0 days 00:00:31.031000,0 days 00:00:41.647000,0 days 00:00:23.668000,0 days 02:08:24.843000,0 days 02:09:06.490000,0 days 02:09:30.158000,,254.0,276.0,287.0,False,HARD,24.0,True,Alpine,0 days 02:07:53.823000,2021-03-28 16:37:53.833,1,13.0,False,,False,True
0 days 00:39:08.419000,VER,33,,1.0,1.0,,,,0 days 00:00:53.703000,0 days 00:00:32.579000,,0 days 00:38:35.926000,0 days 00:39:08.517000,233.0,90.0,222.0,250.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:37:09.970000,2021-03-28 15:07:09.980,124,1.0,False,,False,False
0 days 00:41:30.825000,VER,33,0 days 00:02:22.406000,2.0,1.0,,,0 days 00:00:45.874000,0 days 00:01:01.922000,0 days 00:00:34.610000,0 days 00:39:54.293000,0 days 00:40:56.215000,0 days 00:41:30.825000,186.0,198.0,222.0,238.0,True,MEDIUM,5.0,False,Red Bull Racing,0 days 00:39:08.419000,2021-03-28 15:09:08.429,4,1.0,False,,False,False
0 days 00:44:08.804000,VER,33,,3.0,1.0,,,0 days 00:00:44.111000,0 days 00:01:02.264000,0 days 00:00:51.626000,0 days 00:42:14.914000,0 days 00:43:17.191000,0 days 00:44:08.899000,142.0,109.0,168.0,138.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 00:41:30.825000,2021-03-28 15:11:30.835,41,1.0,False,,False,False
0 days 00:45:53.147000,VER,33,0 days 00:01:44.343000,4.0,1.0,,,0 days 00:00:32.129000,0 days 00:00:41.273000,0 days 00:00:30.941000,0 days 00:44:40.933000,0 days 00:45:22.206000,0 days 00:45:53.147000,234.0,254.0,211.0,280.0,True,MEDIUM,7.0,False,Red Bull Racing,0 days 00:44:08.804000,2021-03-28 15:14:08.814,126,1.0,False,,False,False
0 days 00:47:37.776000,VER,33,0 days 00:01:44.629000,5.0,1.0,,,0 days 00:00:39.328000,0 days 00:00:41.460000,0 days 00:00:23.841000,0 days 00:46:32.475000,0 days 00:47:13.935000,0 days 00:47:37.776000,198.0,257.0,272.0,210.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 00:45:53.147000,2021-03-28 15:15:53.157,671,1.0,False,,False,False
0 days 00:49:13.758000,VER,33,0 days 00:01:35.982000,6.0,1.0,,,0 days 00:00:30.819000,0 days 00:00:41.205000,0 days 00:00:23.958000,0 days 00:48:08.595000,0 days 00:48:49.800000,0 days 00:49:13.758000,232.0,259.0,272.0,285.0,True,MEDIUM,9.0,False,Red Bull Racing,0 days 00:47:37.776000,2021-03-28 15:17:37.786,1,1.0,False,,False,True
0 days 00:50:49.660000,VER,33,0 days 00:01:35.902000,7.0,1.0,,,0 days 00:00:30.846000,0 days 00:00:41.378000,0 days 00:00:23.678000,0 days 00:49:44.604000,0 days 00:50:25.982000,0 days 00:50:49.660000,230.0,253.0,273.0,281.0,True,MEDIUM,10.0,False,Red Bull Racing,0 days 00:49:13.758000,2021-03-28 15:19:13.768,1,1.0,False,,False,True
0 days 00:52:25.692000,VER,33,0 days 00:01:36.032000,8.0,1.0,,,0 days 00:00:31.016000,0 days 00:00:41.266000,0 days 00:00:23.750000,0 days 00:51:20.676000,0 days 00:52:01.942000,0 days 00:52:25.692000,228.0,255.0,272.0,276.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 00:50:49.660000,2021-03-28 15:20:49.670,1,1.0,False,,False,True
0 days 00:54:01.704000,VER,33,0 days 00:01:36.012000,9.0,1.0,,,0 days 00:00:30.988000,0 days 00:00:41.271000,0 days 00:00:23.753000,0 days 00:52:56.680000,0 days 00:53:37.951000,0 days 00:54:01.704000,231.0,255.0,273.0,279.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 00:52:25.692000,2021-03-28 15:22:25.702,1,1.0,False,,False,True
0 days 00:55:37.879000,VER,33,0 days 00:01:36.175000,10.0,1.0,,,0 days 00:00:30.984000,0 days 00:00:41.378000,0 days 00:00:23.813000,0 days 00:54:32.688000,0 days 00:55:14.066000,0 days 00:55:37.879000,229.0,253.0,273.0,278.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 00:54:01.704000,2021-03-28 15:24:01.714,1,1.0,False,,False,True
0 days 00:57:14.058000,VER,33,0 days 00:01:36.179000,11.0,1.0,,,0 days 00:00:30.868000,0 days 00:00:41.427000,0 days 00:00:23.884000,0 days 00:56:08.747000,0 days 00:56:50.174000,0 days 00:57:14.058000,231.0,250.0,272.0,280.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 00:55:37.879000,2021-03-28 15:25:37.889,1,1.0,False,,False,True
